 Init_Win_bytes_forward, Fwd IAT Total, Fwd IAT Max, Destination Port, Fwd IAT Mean, Fwd Header Length, Flow IAT Max, Flow Duration, Fwd Packets/s, Total Length of Fwd Packets, Subflow Fwd Bytes, Fwd Packet Length Mean, Avg Fwd Segment Size, Fwd Packet Length Max, Flow IAT Mean, Flow Packets/s, Max Packet Length, Packet Length Mean, Fwd IAT Min, Bwd Packet Length Mean, Average Packet Size, Avg Bwd Segment Size, Bwd Packet Length Max, Total Length of Bwd Packets, Subflow Bwd Bytes, Packet Length Variance, Packet Length Std, Flow IAT Min, min_seg_size_forward, Fwd Packet Length Std, Label
2049,38600000,38600000,80,38600000.0,40,38600000,38644737,0.05175349,0,0,0.0,0.0,0,38600000.0,0.05175349,0,0.0,38600000,0.0,0.0,0.0,0,0,0,0.0,0.0,38600000,20,0.0,DDoS attacks-LOIC-HTTP
26883,0,0,21,0.0,40,31,31,32258.06452,0,0,0.0,0.0,0,31.0,64516.12903,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,31,40,0.0,DoS attacks-SlowHTTPTest
26883,0,0,21,0.0,40,21,21,47619.04762,0,0,0.0,0.0,0,21.0,95238.09524,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,21,40,0.0,DoS attacks-SlowHTTPTest
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,FTP-BruteForce
26883,2133901,2133322,80,711300.333333333,136,5002759,7136660,0.5604862779,331,331,82.75,82.75,331,1019522.85714286,1.1209725558,972,144.7777777778,277,243.0,162.875,243.0,972,972,972,108212.444444444,328.9565996366,4,32,165.5,DoS attacks-GoldenEye
8192,346,263,80,173.0,72,843663,844032,3.554367607,20,20,6.666666667,6.666666667,20,140672.0,8.293524416,964,123.0,83,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
32738,5767,5767,80,5767.0,40,5767,5767,346.800763,0,0,0.0,0.0,0,5767.0,346.800763,0,0.0,5767,0.0,0.0,0.0,0,0,0,0.0,0.0,5767,20,0.0,DDOS attack-HOIC
26883,339674,169982,22,16983.7,680,169982,339715,61.8165226734,1928,1928,91.8095238095,91.8095238095,640,8088.4523809524,126.5766892837,976,104.3863636364,301,121.1363636364,106.8139534884,121.1363636364,976,2665,2665,42227.9635306554,205.4944367389,2,32,139.7510712115,SSH-Bruteforce
26883,106334175,53247426,80,8179551.92307692,456,53247426,106334177,0.1316603974,2530,2530,180.7142857143,180.7142857143,230,6645886.0625,0.1598733397,230,140.5555555556,181,0.0,148.8235294118,0.0,0,0,0,13311.4379084967,115.375204912,2,32,97.9375221341,DoS attacks-Slowloris
-1,120000000,721470,80,837.1411171,1144136,721470,119724574,1194.550085,4576544,4576544,32.0,32.0,32,837.1411171,1194.550085,32,32.0,0,0.0,32.00022375,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,396418,121585,22,17235.5652173913,776,121585,396461,60.5355886203,1912,1912,79.6666666667,79.6666666667,640,9220.023255814,110.9819124706,976,101.7111111111,220,133.25,104.0227272727,133.25,976,2665,2665,41508.8464646465,203.7371995112,4,32,133.8339875812,SSH-Bruteforce
26883,382630,102079,22,18220.4761904762,712,102079,383136,57.4208636098,1944,1944,88.3636363636,88.3636363636,640,8910.1395348837,114.8417272196,976,102.4222222222,159,121.1363636364,104.75,121.1363636364,976,2665,2665,41511.6585858586,203.7441007388,5,32,137.8690011274,SSH-Bruteforce
26883,0,0,21,0.0,40,1,1,1000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,40,0.0,FTP-BruteForce
65535,13970,13703,80,6985.0,72,13703,18219,164.6632636,314,314,104.6666667,104.6666667,314,3036.5,384.2142818,935,156.125,267,233.75,178.4285714,233.75,935,935,935,111117.2679,333.3425683,2,20,181.2879845,DDOS attack-HOIC
2049,68231,68231,80,68231.0,40,68231,68231,29.31218947,0,0,0.0,0.0,0,68231.0,29.31218947,0,0.0,68231,0.0,0.0,0.0,0,0,0,0.0,0.0,68231,20,0.0,DDoS attacks-LOIC-HTTP
-1,120000000,873820,80,1121.639959,855088,873820,119886487,891.5600304,3420352,3420352,32.0,32.0,32,1121.639959,891.5600304,32,32.0,0,0.0,32.00029938,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
32738,14828,14828,80,14828.0,40,14828,14828,134.8799568,0,0,0.0,0.0,0,14828.0,134.8799568,0,0.0,14828,0.0,0.0,0.0,0,0,0,0.0,0.0,14828,20,0.0,DDOS attack-HOIC
8192,56786558,1019713,80,281121.574257426,4072,1019713,56788783,3.5746495923,56330,56330,277.4876847291,277.4876847291,680,185584.258169935,5.4059971667,1935,799.7954545455,481,1826.9903846154,802.4006514658,1826.9903846154,1935,190007,190007,630808.052487415,794.2342554231,21,20,292.8687801257,Brute Force -XSS
226,8981578,8981578,80,8981578.0,64,8981578,8981578,0.2226780194,0,0,0.0,0.0,0,8981578.0,0.2226780194,0,0.0,8981578,0.0,0.0,0.0,0,0,0,0.0,0.0,8981578,32,0.0,DoS attacks-GoldenEye
-1,38224,38224,53,38224.0,16,37912,38764,51.59426272,66,66,33.0,33.0,33,12921.33333,103.1885254,70,47.8,38224,70.0,59.75,70.0,70,140,140,410.7,20.26573463,312,8,0.0,Infilteration
-1,120000000,1168452,80,963.0033888,993864,1168452,119635837,1038.426304,3975456,3975456,32.0,32.0,32,963.0033888,1038.426304,32,32.0,0,0.0,32.00025758,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
180,0,0,52660,0.0,20,21,21,47619.04761904762,0,0,0.0,0.0,0,21.0,95238.09523809524,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,21,20,0.0,Benign
26883,355155,131725,22,16912.1428571429,712,131725,355207,61.9357163569,1912,1912,86.9090909091,86.9090909091,640,8663.5853658537,118.2409130451,976,106.4418604651,266,133.25,108.9761904762,133.25,976,2665,2665,42969.919158361,207.2918694941,4,32,137.6880217811,SSH-Bruteforce
-1,120000000,716413,80,1000.570347,959424,716413,119995400,999.4383118,3837696,3837696,32.0,32.0,32,1000.570347,999.4383118,32,32.0,0,0.0,32.00026683,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,6337786,6327750,80,2112595.33333333,136,6327422,11342542,0.3526546342,525,525,131.25,131.25,525,1620363.14285714,0.7053092684,662,131.8888888889,294,165.5,148.375,165.5,662,662,662,69664.6111111111,263.9405446518,4,32,262.5,DoS attacks-GoldenEye
26883,15051,14450,80,5017.0,136,5002763,5017814,0.7971598788,332,332,83.0,83.0,332,716830.571428572,1.5943197576,662,110.4444444444,289,165.5,124.25,165.5,662,662,662,54835.7777777778,234.1704032917,5,32,166.0,DoS attacks-GoldenEye
26883,373203,168348,22,17771.5714285714,712,168348,373257,58.9406226809,1928,1928,87.6363636364,87.6363636364,640,8680.3953488372,117.8812453618,976,102.0666666667,299,121.1363636364,104.3863636364,121.1363636364,976,2665,2665,41510.3818181818,203.7409674518,4,32,137.7805520365,SSH-Bruteforce
32738,5863,5863,80,5863.0,40,5863,5863,341.1222923,0,0,0.0,0.0,0,5863.0,341.1222923,0,0.0,5863,0.0,0.0,0.0,0,0,0,0.0,0.0,5863,20,0.0,DDOS attack-HOIC
26883,376983,93218,22,16390.5652173913,776,93218,377026,63.6560873786,1928,1928,80.3333333333,80.3333333333,640,8768.0465116279,116.7028268607,976,102.0666666667,192,133.25,104.3863636364,133.25,976,2665,2665,41510.3818181818,203.7409674518,4,32,133.9586784655,SSH-Bruteforce
8192,347,281,80,173.5,72,885097,885480,3.387992953,20,20,6.666666667,6.666666667,20,147580.0,7.90531689,964,123.0,66,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,4,20,11.54700538,DDoS attacks-LOIC-HTTP
2052,486,486,8080,486.0,40,486,486,4115.226337,0,0,0.0,0.0,0,486.0,4115.226337,0,0.0,486,0.0,0.0,0.0,0,0,0,0.0,0.0,486,20,0.0,Bot
26883,382260,103807,22,18202.8571428571,712,66308,382807,57.4702134496,1960,1960,89.0909090909,89.0909090909,640,8902.488372093,114.9404268992,976,102.7777777778,173,121.1363636364,105.1136363636,121.1363636364,976,2665,2665,41512.6767676768,203.7465994015,5,32,137.9533769037,SSH-Bruteforce
-1,120000000,606605,80,823.1784326,1164728,606605,119846548,1214.811794,4658912,4658912,32.0,32.0,32,823.1784326,1214.811794,32,32.0,0,0.0,32.00021979,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
-1,120000000,628018,80,945.9172094,1012200,628018,119681229,1057.183328,4048800,4048800,32.0,32.0,32,945.9172094,1057.183328,32,32.0,0,0.0,32.00025291,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,1532692,1072284,3389,218956.0,172,955954,1532692,5.2195744481,1138,1138,142.25,142.25,677,102179.466666667,10.4391488962,1173,159.9411764706,511,197.625,169.9375,197.625,1173,1581,1581,97316.8088235294,311.9564213533,87,20,227.7465696778,Benign
65535,15947,15671,80,7973.5,72,15671,16926,177.2421127,291,291,97.0,97.0,291,2821.0,413.5649297,935,153.25,276,233.75,175.1428571,233.75,935,935,935,110145.9286,331.8824017,5,20,168.0089283,DDOS attack-HOIC
26883,0,0,21,0.0,40,33,33,30303.0303,0,0,0.0,0.0,0,33.0,60606.06061,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,33,40,0.0,DoS attacks-SlowHTTPTest
-1,0,0,53,0.0,8,276,276,3623.1884057971015,30,30,30.0,30.0,30,276.0,7246.376811594203,46,35.333333333333336,0,46.0,53.0,46.0,46,46,46,85.33333333333333,9.237604307034012,276,8,0.0,Benign
-1,120000000,674075,80,1214.013446,787768,674075,119543904,823.722471,3151072,3151072,32.0,32.0,32,1214.013446,823.722471,32,32.0,0,0.0,32.00032497,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,FTP-BruteForce
226,47642506,47642506,80,47642506.0,64,47642506,47642506,0.0419793199,0,0,0.0,0.0,0,47642506.0,0.0419793199,0,0.0,47642506,0.0,0.0,0.0,0,0,0,0.0,0.0,47642506,32,0.0,DoS attacks-GoldenEye
225,3995682,3928818,80,1331894.0,136,3928810,4041742,0.989672275,292,292,73.0,73.0,292,505217.75,2.226762619,935,122.7,279,187.0,136.3333333,187.0,935,935,935,89881.78889,299.8029167,7,32,146.0,DoS attacks-Hulk
26883,0,0,21,0.0,40,5,5,200000.0,0,0,0.0,0.0,0,5.0,400000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,5,40,0.0,DoS attacks-SlowHTTPTest
8192,380,379,80,190.0,72,1225989,1226395,2.446193926,20,20,6.666666667,6.666666667,20,204399.1667,5.707785828,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,120000000,602875,80,817.5730725,1171392,602875,119711502,1223.140614,4685568,4685568,32.0,32.0,32,817.5730725,1223.140614,32,32.0,0,0.0,32.00021854,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
32738,6027,6027,80,6027.0,40,6027,6027,331.8400531,0,0,0.0,0.0,0,6027.0,331.8400531,0,0.0,6027,0.0,0.0,0.0,0,0,0,0.0,0.0,6027,20,0.0,DDOS attack-HOIC
26883,0,0,21,0.0,40,14,14,71428.57143,0,0,0.0,0.0,0,14.0,142857.1429,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,14,40,0.0,DoS attacks-SlowHTTPTest
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,FTP-BruteForce
-1,120000000,625554,80,844.7464726,1134560,625554,119801100,1183.795474,4538240,4538240,32.0,32.0,32,844.7464726,1183.795474,32,32.0,0,0.0,32.00022564,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
225,30454,30454,80,30454.0,64,30454,30454,65.67281802,0,0,0.0,0.0,0,30454.0,65.67281802,0,0.0,30454,0.0,0.0,0.0,0,0,0,0.0,0.0,30454,32,0.0,DoS attacks-Hulk
8192,606,539,8080,303.0,72,10010,11007,272.5538294,326,326,108.6666667,108.6666667,326,1834.5,635.9589352,326,56.875,67,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,16,20,188.2161878,Bot
172,0,0,52219,0.0,20,22,22,45454.54545,0,0,0.0,0.0,0,22.0,90909.09091,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,22,20,0.0,Infilteration
2049,5988452,5988452,80,5988452.0,40,5988452,5988452,0.333976126,0,0,0.0,0.0,0,5988452.0,0.333976126,0,0.0,5988452,0.0,0.0,0.0,0,0,0,0.0,0.0,5988452,20,0.0,DDoS attacks-LOIC-HTTP
258,51,51,52543,51.0,40,51,51,39215.68627450981,0,0,0.0,0.0,0,51.0,39215.68627450981,0,0.0,51,0.0,0.0,0.0,0,0,0,0.0,0.0,51,20,0.0,Benign
-1,120000000,762894,80,902.5990687,1061776,762894,119793851,1107.919972,4247104,4247104,32.0,32.0,32,902.5990687,1107.919972,32,32.0,0,0.0,32.00024111,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,477,423,8080,238.5,72,9208,9996,300.120048,326,326,108.6666667,108.6666667,326,1666.0,700.280112,326,56.875,54,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,1,20,188.2161878,Bot
8192,446,418,80,223.0,72,792730,793204,3.782129187,20,20,6.666666667,6.666666667,20,132200.6667,8.824968104,964,123.0,28,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,3,20,11.54700538,DDoS attacks-LOIC-HTTP
226,14570827,14570827,80,14570827.0,64,14570827,14570827,0.1372605687,0,0,0.0,0.0,0,14570827.0,0.1372605687,0,0.0,14570827,0.0,0.0,0.0,0,0,0,0.0,0.0,14570827,32,0.0,DoS attacks-GoldenEye
26883,0,0,21,0.0,40,13,13,76923.07692,0,0,0.0,0.0,0,13.0,153846.1538,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,13,40,0.0,DoS attacks-SlowHTTPTest
65535,1410,1067,80,705.0,72,1067,1655,1812.688822,291,291,97.0,97.0,291,275.8333333,4229.607251,935,153.25,343,233.75,175.1428571,233.75,935,935,935,110145.9286,331.8824017,6,20,168.0089283,DDOS attack-HOIC
226,1973485,1973485,80,1973485.0,64,1973485,1973485,1.0134356228,0,0,0.0,0.0,0,1973485.0,1.0134356228,0,0.0,1973485,0.0,0.0,0.0,0,0,0,0.0,0.0,1973485,32,0.0,DoS attacks-GoldenEye
221,1960668,1960668,80,1960668.0,64,1960668,1960668,1.02006051,0,0,0.0,0.0,0,1960668.0,1.02006051,0,0.0,1960668,0.0,0.0,0.0,0,0,0,0.0,0.0,1960668,32,0.0,DoS attacks-GoldenEye
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,DoS attacks-SlowHTTPTest
32738,4463,4463,80,4463.0,40,4463,4463,448.1290612,0,0,0.0,0.0,0,4463.0,448.1290612,0,0.0,4463,0.0,0.0,0.0,0,0,0,0.0,0.0,4463,20,0.0,DDOS attack-HOIC
-1,89479620,41990398,500,17895924.0,48,41990398,89479620,0.0670543751,3000,3000,500.0,500.0,500,17895924.0,0.0670543751,500,500.0,4002090,0.0,583.3333333333,0.0,0,0,0,0.0,0.0,4002090,8,0.0,Brute Force -Web
32738,15694,15694,80,15694.0,40,15694,15694,127.4372372,0,0,0.0,0.0,0,15694.0,127.4372372,0,0.0,15694,0.0,0.0,0.0,0,0,0,0.0,0.0,15694,20,0.0,DDOS attack-HOIC
26883,0,0,21,0.0,40,19,19,52631.5789473684,0,0,0.0,0.0,0,19.0,105263.157894737,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,19,40,0.0,FTP-BruteForce
-1,120000000,657942,80,987.5205843,970456,657942,119792172,1012.645467,3881824,3881824,32.0,32.0,32,987.5205843,1012.645467,32,32.0,0,0.0,32.00026379,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,0,0,21,0.0,40,19,19,52631.5789473684,0,0,0.0,0.0,0,19.0,105263.157894737,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,19,40,0.0,FTP-BruteForce
26883,0,0,21,0.0,40,6,6,166666.6667,0,0,0.0,0.0,0,6.0,333333.3333,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,6,40,0.0,DoS attacks-SlowHTTPTest
-1,120000000,582235,80,817.771873,1171040,582235,119704629,1222.84327,4684160,4684160,32.0,32.0,32,817.771873,1222.84327,32,32.0,1,0.0,32.00021861,0.0,0,0,0,0.0,0.0,1,8,0.0,DDOS attack-LOIC-UDP
32738,15513,15513,80,15513.0,40,15513,15513,128.9241282,0,0,0.0,0.0,0,15513.0,128.9241282,0,0.0,15513,0.0,0.0,0.0,0,0,0,0.0,0.0,15513,20,0.0,DDOS attack-HOIC
26883,108062740,53247749,80,7718767.14285714,496,53247749,108062742,0.138808249,2530,2530,168.6666666667,168.6666666667,230,6356631.88235294,0.1665698988,230,133.1578947368,445,0.0,140.5555555556,0.0,0,0,0,13611.6959064327,116.6691729054,2,32,105.2796728899,DoS attacks-Slowloris
8192,617,567,8080,308.5,72,10175,11102,270.2215817,326,326,108.6666667,108.6666667,326,1850.333333,630.517024,326,56.875,50,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,1,20,188.2161878,Bot
26883,0,0,21,0.0,40,17,17,58823.5294117647,0,0,0.0,0.0,0,17.0,117647.058823529,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,17,40,0.0,FTP-BruteForce
32738,16990,16990,80,16990.0,40,16990,16990,117.7163037,0,0,0.0,0.0,0,16990.0,117.7163037,0,0.0,16990,0.0,0.0,0.0,0,0,0,0.0,0.0,16990,20,0.0,DDOS attack-HOIC
26883,0,0,21,0.0,40,1,1,1000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,40,0.0,FTP-BruteForce
221,8637260,8637260,80,8637260.0,64,8637260,8637260,0.2315549144,0,0,0.0,0.0,0,8637260.0,0.2315549144,0,0.0,8637260,0.0,0.0,0.0,0,0,0,0.0,0.0,8637260,32,0.0,DoS attacks-GoldenEye
-1,0,0,53,0.0,8,11184,11184,89.4134477825465,50,50,50.0,50.0,50,11184.0,178.826895565093,132,77.33333333333333,0,132.0,116.0,132.0,132,132,132,2241.333333333333,47.34272207354931,11184,8,0.0,Benign
225,90667,49483,80,45333.5,96,49483,90667,33.08811365,0,0,0.0,0.0,0,45333.5,33.08811365,0,0.0,41184,0.0,0.0,0.0,0,0,0,0.0,0.0,41184,32,0.0,DoS attacks-Hulk
2049,7163735,7163735,80,7163735.0,40,7163735,7163735,0.279183973,0,0,0.0,0.0,0,7163735.0,0.279183973,0,0.0,7163735,0.0,0.0,0.0,0,0,0,0.0,0.0,7163735,20,0.0,DDoS attacks-LOIC-HTTP
8192,574,494,8080,287.0,72,17323,18204,164.7989453,326,326,108.6666667,108.6666667,326,3034.0,384.5308723,326,56.875,80,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,0,20,188.2161878,Bot
225,7525,7525,80,7525.0,64,7525,7525,265.7807309,0,0,0.0,0.0,0,7525.0,265.7807309,0,0.0,7525,0.0,0.0,0.0,0,0,0,0.0,0.0,7525,32,0.0,DoS attacks-Hulk
256,412,412,8080,412.0,40,412,412,4854.368932,0,0,0.0,0.0,0,412.0,4854.368932,0,0.0,412,0.0,0.0,0.0,0,0,0,0.0,0.0,412,20,0.0,Bot
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,DoS attacks-SlowHTTPTest
8192,57172009,1019492,80,283029.747524752,4072,1019492,57174226,3.5505509073,56083,56083,276.2709359606,276.2709359606,680,186843.875816993,5.3695523574,1935,798.7175324675,325,1826.1730769231,801.319218241,1826.1730769231,1935,189922,189922,630614.704968485,794.1125266412,19,20,291.6989844299,Brute Force -XSS
26883,0,0,21,0.0,40,1,1,1000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,40,0.0,FTP-BruteForce
-1,0,0,53,0.0,8,390,390,2564.102564,34,34,34.0,34.0,34,390.0,5128.205128,82,50.0,0,82.0,75.0,82.0,82,82,82,768.0,27.71281292,390,8,0.0,Infilteration
-1,120000000,619016,80,883.9606377,1083888,619016,119763407,1131.280442,4335552,4335552,32.0,32.0,32,883.9606377,1131.280442,32,32.0,0,0.0,32.00023619,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,584,540,8080,292.0,72,10230,11141,269.2756485,326,326,108.6666667,108.6666667,326,1856.833333,628.3098465,326,56.875,44,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,13,20,188.2161878,Bot
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,DoS attacks-SlowHTTPTest
26883,155944,140338,80,38986.0,168,140338,155944,32.0627917714,382,382,76.4,76.4,382,22277.7142857143,51.3004668342,972,150.4444444444,249,324.0,169.25,324.0,972,972,972,110875.777777778,332.9801462216,5,32,170.835593481,DoS attacks-GoldenEye
8192,349,348,80,174.5,72,45735,46116,65.05334374,20,20,6.666666667,6.666666667,20,7686.0,151.7911354,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,120000000,646248,80,1094.802813,874832,646248,119719972,913.4148478,3499328,3499328,32.0,32.0,32,1094.802813,913.4148478,32,32.0,0,0.0,32.00029263,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,57082050,1156395,80,375539.802631579,3072,1156395,57083688,2.6802753179,54995,54995,359.4444444444,359.4444444444,646,222983.15625,4.5021618085,1068,494.0968992248,289,696.9423076923,496.0194552529,696.9423076923,1068,72482,72482,126294.360223811,355.3791780955,5,20,271.4171844443,Brute Force -Web
26883,371533,84594,22,15480.5416666667,808,84594,371583,67.2797194705,1912,1912,76.48,76.48,640,8077.8913043478,126.4858726045,976,95.3541666667,281,121.1363636364,97.3829787234,121.1363636364,976,2665,2665,39478.4038120567,198.6917306081,5,32,131.9814128328,SSH-Bruteforce
946,1,1,51188,1.0,40,1,1,2000000.0,31,31,15.5,15.5,31,1.0,2000000.0,31,20.666666666666664,1,0.0,31.0,0.0,0,0,0,320.33333333333337,17.8978583448784,1,20,21.920310216782973,Benign
-1,120000000,1106515,80,1014.694965,945656,1106515,119943033,985.5261873,3782624,3782624,32.0,32.0,32,1014.694965,985.5261873,32,32.0,0,0.0,32.00027071,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,1030138,1028671,80,343379.333333333,136,5002993,6033131,0.6630056599,431,431,107.75,107.75,431,861875.857142857,1.3260113198,972,155.8888888889,267,243.0,175.375,243.0,972,972,972,113979.111111111,337.6079251308,4,32,215.5,DoS attacks-GoldenEye
8192,384,278,80,192.0,72,1492540,1492955,2.009437659,20,20,6.666666667,6.666666667,20,248825.8333,4.688687871,964,123.0,106,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,5,20,11.54700538,DDoS attacks-LOIC-HTTP
26883,0,0,21,0.0,40,1,1,1000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,40,0.0,FTP-BruteForce
2052,479,479,8080,479.0,40,479,479,4175.365344,0,0,0.0,0.0,0,479.0,4175.365344,0,0.0,479,0.0,0.0,0.0,0,0,0,0.0,0.0,479,20,0.0,Bot
8192,389,377,80,194.5,72,1324064,1324481,2.265038155,20,20,6.666666667,6.666666667,20,220746.8333,5.285089027,964,123.0,12,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,3,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,120000000,819104,80,1213.651435,791000,819104,119998572,823.9681386,3164000,3164000,32.0,32.0,32,1213.651435,823.9681386,32,32.0,0,0.0,32.00032364,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
225,40300,40300,80,40300.0,64,40300,40300,49.62779156,0,0,0.0,0.0,0,40300.0,49.62779156,0,0.0,40300,0.0,0.0,0.0,0,0,0,0.0,0.0,40300,32,0.0,DoS attacks-Hulk
26883,0,0,21,0.0,40,20,20,50000.0,0,0,0.0,0.0,0,20.0,100000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,20,40,0.0,FTP-BruteForce
225,3208,3208,80,3208.0,64,3208,3208,623.4413965,0,0,0.0,0.0,0,3208.0,623.4413965,0,0.0,3208,0.0,0.0,0.0,0,0,0,0.0,0.0,3208,32,0.0,DoS attacks-Hulk
26883,390017,155921,22,17728.0454545455,744,155921,390070,58.9637757326,1912,1912,83.1304347826,83.1304347826,640,9287.380952381,110.2366241957,976,104.0227272727,414,133.25,106.4418604651,133.25,976,2665,2665,42228.1157505285,205.4948071133,4,32,135.7374820439,SSH-Bruteforce
26883,382844,83254,22,15313.76,840,83254,383470,67.8019141002,1912,1912,73.5384615385,73.5384615385,640,8521.5555555556,119.9572326388,976,97.3829787234,101,133.25,99.5,133.25,976,2665,2665,40134.7631822387,200.3366246652,5,32,130.1817900535,SSH-Bruteforce
26883,0,0,21,0.0,40,1,1,1000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,40,0.0,FTP-BruteForce
26883,374434,63016,22,16279.7391304348,776,43092,374517,64.0825383093,1928,1928,80.3333333333,80.3333333333,640,8322.6,122.8248650929,976,97.7234042553,241,121.1363636364,99.847826087,121.1363636364,976,2665,2665,40139.2479185939,200.3478173542,4,32,133.9586784655,SSH-Bruteforce
2052,665,665,8080,665.0,40,665,665,3007.518797,0,0,0.0,0.0,0,665.0,3007.518797,0,0.0,665,0.0,0.0,0.0,0,0,0,0.0,0.0,665,20,0.0,Bot
62,9588,9588,52486,4794.0,60,9570,9588,312.8911139,97,97,32.33333333,32.33333333,66,3196.0,417.1881519,66,32.6,0,0.0,40.75,0.0,0,0,0,1089.8,33.01211899,0,20,33.02019584,Infilteration
26883,367404,123569,22,17495.4285714286,712,123569,368480,59.704732957,1912,1912,86.9090909091,86.9090909091,640,8569.3023255814,119.409465914,976,101.7111111111,168,121.1363636364,104.0227272727,121.1363636364,976,2665,2665,41508.8464646465,203.7371995112,4,32,137.6880217811,SSH-Bruteforce
32738,5136,5136,80,5136.0,40,5136,5136,389.4080997,0,0,0.0,0.0,0,5136.0,389.4080997,0,0.0,5136,0.0,0.0,0.0,0,0,0,0.0,0.0,5136,20,0.0,DDOS attack-HOIC
